family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,dot,15900,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,mermaid,23595,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,compile,943009,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,urdf,148009,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,sdf,113324,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,gazebo,224994,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,mjcf,60364,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,dot,15780,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,1,mermaid,22914,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,compile,941696,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,urdf,154261,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,sdf,113103,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,gazebo,220757,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,mjcf,57338,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,dot,15749,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,2,mermaid,22723,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,compile,941055,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,urdf,147068,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,sdf,112773,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,gazebo,226277,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,mjcf,57519,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,dot,15910,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,3,mermaid,23033,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,compile,943560,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,urdf,147368,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,sdf,113624,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,gazebo,221708,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,mjcf,57679,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,dot,15870,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,4,mermaid,22803,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,compile,948198,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,urdf,147328,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,sdf,112753,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,gazebo,228632,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,mjcf,56767,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,dot,15699,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,5,mermaid,22693,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,compile,1206125,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,urdf,203403,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,sdf,159851,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,gazebo,329973,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,mjcf,81393,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,dot,20268,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,6,mermaid,30438,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,compile,1292968,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,urdf,210798,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,sdf,157226,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,gazebo,293714,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,mjcf,78047,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,dot,19817,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,7,mermaid,30488,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,compile,1297888,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,urdf,207842,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,sdf,158609,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,gazebo,304193,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,mjcf,78368,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,dot,21231,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,8,mermaid,30708,3131
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,compile,1313307,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,urdf,201911,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,sdf,160623,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,gazebo,299805,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,mjcf,76795,10209
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,dot,20068,3210
quadruped,quadruped_d7_t0,30,29,2.0,15499,9,mermaid,29867,3131
quadruped,quadruped_d7_t3,33,32,2.0,17024,0,compile,1014103,0
quadruped,quadruped_d7_t3,33,32,2.0,17024,0,urdf,163448,22359
quadruped,quadruped_d7_t3,33,32,2.0,17024,0,sdf,128843,30501
