family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
tree,tree_10_k3,10,9,2.0,4941,8,dot,4358,860
tree,tree_10_k3,10,9,2.0,4941,8,mermaid,6883,901
tree,tree_10_k3,10,9,2.0,4941,9,compile,461370,0
tree,tree_10_k3,10,9,2.0,4941,9,urdf,54092,6443
tree,tree_10_k3,10,9,2.0,4941,9,sdf,40466,8698
tree,tree_10_k3,10,9,2.0,4941,9,gazebo,115458,10088
tree,tree_10_k3,10,9,2.0,4941,9,mjcf,17934,2974
tree,tree_10_k3,10,9,2.0,4941,9,dot,4207,860
tree,tree_10_k3,10,9,2.0,4941,9,mermaid,15530,901
tree,tree_20_k3,20,19,2.0,9902,0,compile,727862,0
tree,tree_20_k3,20,19,2.0,9902,0,urdf,99908,13074
tree,tree_20_k3,20,19,2.0,9902,0,sdf,77036,17753
tree,tree_20_k3,20,19,2.0,9902,0,gazebo,170792,19128
tree,tree_20_k3,20,19,2.0,9902,0,mjcf,36799,6105
tree,tree_20_k3,20,19,2.0,9902,0,dot,7855,1650
tree,tree_20_k3,20,19,2.0,9902,0,mermaid,12654,1631
tree,tree_20_k3,20,19,2.0,9902,1,compile,725839,0
tree,tree_20_k3,20,19,2.0,9902,1,urdf,95931,13074
tree,tree_20_k3,20,19,2.0,9902,1,sdf,76334,17753
tree,tree_20_k3,20,19,2.0,9902,1,gazebo,176763,19128
tree,tree_20_k3,20,19,2.0,9902,1,mjcf,37110,6105
tree,tree_20_k3,20,19,2.0,9902,1,dot,7745,1650
tree,tree_20_k3,20,19,2.0,9902,1,mermaid,12554,1631
tree,tree_20_k3,20,19,2.0,9902,2,compile,723003,0
tree,tree_20_k3,20,19,2.0,9902,2,urdf,99378,13074
tree,tree_20_k3,20,19,2.0,9902,2,sdf,76334,17753
tree,tree_20_k3,20,19,2.0,9902,2,gazebo,164581,19128
tree,tree_20_k3,20,19,2.0,9902,2,mjcf,35457,6105
tree,tree_20_k3,20,19,2.0,9902,2,dot,7694,1650
tree,tree_20_k3,20,19,2.0,9902,2,mermaid,12453,1631
tree,tree_20_k3,20,19,2.0,9902,3,compile,714738,0
tree,tree_20_k3,20,19,2.0,9902,3,urdf,99207,13074
tree,tree_20_k3,20,19,2.0,9902,3,sdf,75582,17753
tree,tree_20_k3,20,19,2.0,9902,3,gazebo,172095,19128
tree,tree_20_k3,20,19,2.0,9902,3,mjcf,35968,6105
tree,tree_20_k3,20,19,2.0,9902,3,dot,8166,1650
tree,tree_20_k3,20,19,2.0,9902,3,mermaid,12253,1631
tree,tree_20_k3,20,19,2.0,9902,4,compile,720388,0
tree,tree_20_k3,20,19,2.0,9902,4,urdf,99127,13074
tree,tree_20_k3,20,19,2.0,9902,4,sdf,83547,17753
tree,tree_20_k3,20,19,2.0,9902,4,gazebo,167646,19128
tree,tree_20_k3,20,19,2.0,9902,4,mjcf,35958,6105
tree,tree_20_k3,20,19,2.0,9902,4,dot,7714,1650
tree,tree_20_k3,20,19,2.0,9902,4,mermaid,12443,1631
tree,tree_20_k3,20,19,2.0,9902,5,compile,731550,0
tree,tree_20_k3,20,19,2.0,9902,5,urdf,111730,13074
tree,tree_20_k3,20,19,2.0,9902,5,sdf,77456,17753
tree,tree_20_k3,20,19,2.0,9902,5,gazebo,171343,19128
tree,tree_20_k3,20,19,2.0,9902,5,mjcf,35967,6105
tree,tree_20_k3,20,19,2.0,9902,5,dot,8326,1650
tree,tree_20_k3,20,19,2.0,9902,5,mermaid,12774,1631
tree,tree_20_k3,20,19,2.0,9902,6,compile,730056,0
tree,tree_20_k3,20,19,2.0,9902,6,urdf,96261,13074
tree,tree_20_k3,20,19,2.0,9902,6,sdf,74270,17753
tree,tree_20_k3,20,19,2.0,9902,6,gazebo,164700,19128
tree,tree_20_k3,20,19,2.0,9902,6,mjcf,35718,6105
tree,tree_20_k3,20,19,2.0,9902,6,dot,7734,1650
tree,tree_20_k3,20,19,2.0,9902,6,mermaid,12453,1631
tree,tree_20_k3,20,19,2.0,9902,7,compile,729917,0
tree,tree_20_k3,20,19,2.0,9902,7,urdf,96732,13074
tree,tree_20_k3,20,19,2.0,9902,7,sdf,75743,17753
tree,tree_20_k3,20,19,2.0,9902,7,gazebo,166393,19128
tree,tree_20_k3,20,19,2.0,9902,7,mjcf,35828,6105
tree,tree_20_k3,20,19,2.0,9902,7,dot,7774,1650
tree,tree_20_k3,20,19,2.0,9902,7,mermaid,12514,1631
tree,tree_20_k3,20,19,2.0,9902,8,compile,722192,0
tree,tree_20_k3,20,19,2.0,9902,8,urdf,97183,13074
tree,tree_20_k3,20,19,2.0,9902,8,sdf,77095,17753
tree,tree_20_k3,20,19,2.0,9902,8,gazebo,168227,19128
