t,q_0,q_1,q_2,q_3,qd_0,qd_1,qd_2,qd_3,sp_0,sp_1,sp_2,sp_3,tau_0,tau_1,tau_2,tau_3
1.215999999999999970e+00,4.158788097805567463e-01,6.241845606842962857e-01,-5.810759690319347026e-01,9.889848987310994044e-01,3.353273533490297442e-01,2.849983512680268616e-01,-6.764282591116800580e-02,-5.866818160832827367e-01,4.666000583307967631e-01,6.370333485031111076e-01,-5.920667510428014868e-01,8.993095749207511425e-01,4.666000583307967631e-01,6.370333485031111076e-01,-5.920667510428014868e-01,8.993095749207511425e-01
1.217999999999999972e+00,4.165510707118125766e-01,6.247551163022651011e-01,-5.812124752120392257e-01,9.877893989468264913e-01,3.361304656279162084e-01,2.852778089843877596e-01,-6.825309005225632664e-02,-5.977498921364383655e-01,4.672258927445995247e-01,6.375417511733165732e-01,-5.921637019073821007e-01,8.978780051749423174e-01,4.666000583307967631e-01,6.370333485031111076e-01,-5.920667510428014868e-01,8.993095749207511425e-01
1.219999999999999973e+00,4.172205399423042915e-01,6.253242828848855073e-01,-5.813465540072789706e-01,9.866095607941834933e-01,3.347346152458697821e-01,2.845832913101956629e-01,-6.703939761985937273e-02,-5.899190763214967603e-01,4.678510543531975152e-01,6.380497458168231661e-01,-5.922600606083101571e-01,8.964435263051816483e-01,4.678510543531975152e-01,6.380497458168231661e-01,-5.922600606083101571e-01,8.964435263051816483e-01
1.221999999999999975e+00,4.178916030493858291e-01,6.258940041639551310e-01,-5.814818427312632432e-01,9.854075188696796994e-01,3.355315535407732419e-01,2.848606395348001752e-01,-6.764436199214513001e-02,-6.010209622519085970e-01,4.684755422563580129e-01,6.385573321085139531e-01,-5.923558270492270683e-01,8.950061429591800177e-01,4.678510543531975152e-01,6.380497458168231661e-01,-5.922600606083101571e-01,8.964435263051816483e-01
1.223999999999999977e+00,4.185598827510623732e-01,6.264623398127953102e-01,-5.816147152654247421e-01,9.842212243537822314e-01,3.341398508382711907e-01,2.841678244201116255e-01,-6.643626708076415255e-02,-5.931472579487581109e-01,4.690993555548186311e-01,6.390645097235342353e-01,-5.924510011343661064e-01,8.935658597940588921e-01,4.690993555548186311e-01,6.390645097235342353e-01,-5.924510011343661064e-01,8.935658597940588921e-01
1.225999999999999979e+00,4.192297440267164776e-01,6.270312259307012637e-01,-5.817487871143355305e-01,9.830126586947045553e-01,3.349306378270512363e-01,2.844430589529904352e-01,-6.703592445540897116e-02,-6.042828295388306126e-01,4.697224933502882616e-01,6.395712783372899946e-01,-5.925455827685536248e-01,8.921226814763330015e-01,4.690993555548186311e-01,6.390645097235342353e-01,-5.924510011343661064e-01,8.935658597940588921e-01
1.227999999999999980e+00,4.198968301583616003e-01,6.275987298182672536e-01,-5.818804539577681068e-01,9.818199259805215906e-01,3.335430658225478906e-01,2.837519437829858493e-01,-6.583342171626062334e-02,-5.963663570914770062e-01,4.703449547454488511e-01,6.400776376254494471e-01,-5.926395718572076143e-01,8.906766126818995710e-01,4.703449547454488511e-01,6.400776376254494471e-01,-5.926395718572076143e-01,8.906766126818995710e-01
1.229999999999999982e+00,4.205654856064870994e-01,6.281667799393374496e-01,-5.820133094879068603e-01,9.806048550021650989e-01,3.343277240627457458e-01,2.840250605351004043e-01,-6.642776506937819736e-02,-6.075354891782734912e-01,4.709667388439556790e-01,6.405835872639427109e-01,-5.927329683063391474e-01,8.892276580960206678e-01,4.703449547454488511e-01,6.400776376254494471e-01,-5.926395718572076143e-01,8.906766126818995710e-01
1.231999999999999984e+00,4.212313741381806254e-01,6.287334512249388441e-01,-5.821437711865885545e-01,9.794057022641888821e-01,3.329442658467756111e-01,2.833356428007199335e-01,-6.523084934086251230e-02,-5.995763689880890812e-01,4.715878447504399662e-01,6.410891269289619165e-01,-5.928257720225517113e-01,8.877758224133073250e-01,4.715878447504399662e-01,6.410891269289619165e-01,-5.928257720225517113e-01,8.877758224133073250e-01
1.233999999999999986e+00,4.218988197737341128e-01,6.293006645005209121e-01,-5.822754109302852310e-01,9.781841443932322022e-01,3.337228177767309067e-01,2.836066377910456682e-01,-6.581987184835164095e-02,-6.107789354783520475e-01,4.722082715705093192e-01,6.415942562969619845e-01,-5.929179829130416524e-01,8.863211103377055533e-01,4.715878447504399662e-01,6.410891269289619165e-01,-5.928257720225517113e-01,8.877758224133073250e-01
1.235999999999999988e+00,4.225635066867587941e-01,6.298665023306931898e-01,-5.824046680065871895e-01,9.769785898172007599e-01,3.323434565123495332e-01,2.829189150861137203e-01,-6.462853815096683552e-02,-6.027772880157382662e-01,4.728280184107491735e-01,6.420989750446597366e-01,-5.930096008855981760e-01,8.848635265824816853e-01,4.728280184107491735e-01,6.420989750446597366e-01,-5.930096008855981760e-01,8.848635265824816853e-01
1.237999999999999989e+00,4.232297385356634245e-01,6.304328778995708094e-01,-5.825350924729540969e-01,9.757505634933995031e-01,3.331159244523085872e-01,2.831877844388022147e-01,-6.521223318348115527e-02,-6.140131619006236052e-01,4.734470843787244032e-01,6.426032828490353399e-01,-5.931006258486032356e-01,8.834030758702061670e-01,4.728280184107491735e-01,6.420989750446597366e-01,-5.930096008855981760e-01,8.848635265824816853e-01
1.239999999999999991e+00,4.238932198224144576e-01,6.309978814084852283e-01,-5.826631454263838661e-01,9.745386252779668634e-01,3.317406433755135664e-01,2.825017544572294703e-01,-6.402647671487413095e-02,-6.059691077163217310e-01,4.740654685829797099e-01,6.431071793873318621e-01,-5.931910577110318661e-01,8.819397629327375698e-01,4.740654685829797099e-01,6.431071793873318621e-01,-5.931910577110318661e-01,8.819397629327375698e-01
1.241999999999999993e+00,4.245582339214718504e-01,6.315634183972829163e-01,-5.827923551020497417e-01,9.733041489557954229e-01,3.325070495287096861e-01,2.827684943988450494e-01,-6.460483783292020332e-02,-6.172381610857213818e-01,4.746831701330423425e-01,6.436106643370556046e-01,-5.932808963824521831e-01,8.804735925112082695e-01,4.740654685829797099e-01,6.431071793873318621e-01,-5.931910577110318661e-01,8.819397629327375698e-01
1.243999999999999995e+00,4.252205055853695570e-01,6.321275867071467491e-01,-5.829192044099759107e-01,9.720858453141518751e-01,3.311358319488418300e-01,2.820841549319040298e-01,-6.342465396306258552e-02,-6.091518208217790997e-01,4.753001881394218753e-01,6.441137373759762141e-01,-5.933701417730256056e-01,8.790045693560099016e-01,4.753001881394218753e-01,6.441137373759762141e-01,-5.933701417730256056e-01,8.790045693560099016e-01
1.245999999999999996e+00,4.258842979821746977e-01,6.326922842307242112e-01,-5.830471997598003497e-01,9.708449374643950414e-01,3.318961984025604606e-01,2.823487617887345258e-01,-6.399767491222296822e-02,-6.204539248783980110e-01,4.759165217136127057e-01,6.446163981821266820e-01,-5.934587937935066337e-01,8.775326982267757092e-01,4.753001881394218753e-01,6.441137373759762141e-01,-5.933701417730256056e-01,8.790045693560099016e-01
1.247999999999999998e+00,4.265453560375800368e-01,6.332556164521689901e-01,-5.831728458781577640e-01,9.696202866258374353e-01,3.305290277026774470e-01,2.816661107224114335e-01,-6.282305917872130219e-02,-6.123254192788090133e-01,4.765321699680945544e-01,6.451186464338044546e-01,-5.935468523552432929e-01,8.760579838923665541e-01,4.765321699680945544e-01,6.451186464338044546e-01,-5.935468523552432929e-01,8.760579838923665541e-01
1.250000000000000000e+00,4.272079227904386212e-01,6.338194736140047025e-01,-5.832996273459277736e-01,9.683729657371337174e-01,3.312833764293037775e-01,2.819285809178513902e-01,-6.339073388500868211e-02,-6.236604443518657392e-01,4.771471320163338525e-01,6.456204818095705456e-01,-5.936343173701771336e-01,8.745804311308560397e-01,4.765321699680945544e-01,6.451186464338044546e-01,-5.935468523552432929e-01,8.760579838923665541e-01
1.252000000000000002e+00,4.278677632625716987e-01,6.343819688464652495e-01,-5.834240707099048739e-01,9.671419859485880233e-01,3.299202360665398626e-01,2.812476162302654514e-01,-6.222168198853141735e-02,-6.154898942728742606e-01,4.777614069727856294e-01,6.461219039882502013e-01,-5.937211887508431207e-01,8.731000447295139688e-01,4.777614069727856294e-01,6.461219039882502013e-01,-5.937211887508431207e-01,8.731000447295139688e-01
1.254000000000000004e+00,4.285291004404208626e-01,6.349449847390298274e-01,-5.835496387190125533e-01,9.658882705289250081e-01,3.306685889245859489e-01,2.815079462822692724e-01,-6.278400455385807488e-02,-6.268577098315223362e-01,4.783749939528937900e-01,6.466229126489334567e-01,-5.938074664103697442e-01,8.716168294847909115e-01,4.777614069727856294e-01,6.461219039882502013e-01,-5.937211887508431207e-01,8.731000447295139688e-01
1.256000000000000005e+00,4.291877193652818279e-01,6.355066420711121822e-01,-5.836728797437199523e-01,9.646509800564218029e-01,3.293094624304871987e-01,2.808286660411646318e-01,-6.162051235368879581e-02,-6.186452362516241532e-01,4.789878920730934464e-01,6.471235074709746904e-01,-5.938931502624794634e-01,8.701307902023024399e-01,4.789878920730934464e-01,6.471235074709746904e-01,-5.938931502624794634e-01,8.701307902023024399e-01
1.258000000000000007e+00,4.298478230476130424e-01,6.360688157762317552e-01,-5.837972346978228533e-01,9.633908886345856626e-01,3.300518411656048201e-01,2.810868525597654544e-01,-6.217747705145163645e-02,-6.300457109180696014e-01,4.796001004508112509e-01,6.476236881339930695e-01,-5.939782402214883739e-01,8.686419316968146953e-01,4.789878920730934464e-01,6.471235074709746904e-01,-5.938931502624794634e-01,8.701307902023024399e-01
1.260000000000000009e+00,4.305052164719059271e-01,6.366296342860718882e-01,-5.839192737789451471e-01,9.621473057646903193e-01,3.286967121464455244e-01,2.804092549200680740e-01,-6.101954056115417580e-02,-6.217914349476920677e-01,4.802116182044672277e-01,6.481234543178734375e-01,-5.940627362023066516e-01,8.671502587922287342e-01,4.802116182044672277e-01,6.481234543178734375e-01,-5.940627362023066516e-01,8.671502587922287342e-01
1.262000000000000011e+00,4.311640827486907801e-01,6.371909648752818178e-01,-5.840424160626089822e-01,9.608808568916702431e-01,3.294331383924196666e-01,2.806652946049667530e-01,-6.157114183194215690e-02,-6.332244365100189176e-01,4.808224444534759945e-01,6.486228057027648708e-01,-5.941466381204382197e-01,8.656557763215627643e-01,4.802116182044672277e-01,6.481234543178734375e-01,-5.940627362023066516e-01,8.671502587922287342e-01
1.264000000000000012e+00,4.318202467297497793e-01,6.377509436308946844e-01,-5.841632535770392431e-01,9.596309999328683782e-01,3.280819905294998784e-01,2.799893778064084793e-01,-6.041875721514414210e-02,-6.249284794009100086e-01,4.814325783182478169e-01,6.491217419690830104e-01,-5.942299458919810817e-01,8.641584891269384894e-01,4.814325783182478169e-01,6.491217419690830104e-01,-5.942299458919810817e-01,8.641584891269384894e-01
1.266000000000000014e+00,4.324778717013682550e-01,6.383114301657839551e-01,-5.842851835563643847e-01,9.583582121832171508e-01,3.288124858092280611e-01,2.802432674446227456e-01,-6.096498966254814550e-02,-6.363938748256150468e-01,4.820420189201901073e-01,6.496202627975083965e-01,-5.943126594336276547e-01,8.626584020595656765e-01,4.814325783182478169e-01,6.491217419690830104e-01,-5.942299458919810817e-01,8.641584891269384894e-01
1.268000000000000016e+00,4.331328023070865618e-01,6.388705682254027796e-01,-5.844048198628220003e-01,9.571020994672573279e-01,3.274653028591536508e-01,2.795690298094288262e-01,-5.981815322883439479e-02,-6.280563579799369744e-01,4.826507653817084798e-01,6.501183678689876899e-01,-5.943947786626643248e-01,8.611555199797249482e-01,4.826507653817084798e-01,6.501183678689876899e-01,-5.943947786626643248e-01,8.611555199797249482e-01
1.270000000000000018e+00,4.337891820842577628e-01,6.394302097579488420e-01,-5.845255378860527706e-01,9.558229914404089422e-01,3.281898885856080472e-01,2.798207662730092804e-01,-6.035901161537431808e-02,-6.395540134242027053e-01,4.832588168262080264e-01,6.506160568647338938e-01,-5.944763034969718918e-01,8.596498477567523500e-01,4.826507653817084798e-01,6.501183678689876899e-01,-5.943947786626643248e-01,8.611555199797249482e-01
1.272000000000000020e+00,4.344428753930188458e-01,6.399885061703561862e-01,-5.846439733256852955e-01,9.545606413236022991e-01,3.268466543805501612e-01,2.791482062036470535e-01,-5.921771981628659587e-02,-6.311750584033378741e-01,4.838661723780948720e-01,6.511133294662256876e-01,-5.945572338550253466e-01,8.581413902690251394e-01,4.838661723780948720e-01,6.511133294662256876e-01,-5.945572338550253466e-01,8.581413902690251394e-01
1.274000000000000021e+00,4.350980060967342689e-01,6.405473017432511407e-01,-5.847634797238041582e-01,9.532752316451482688e-01,3.275653518577223977e-01,2.793977864474501693e-01,-5.975319905943641402e-02,-6.427048392270311439e-01,4.844728311627770623e-01,6.516101853552090928e-01,-5.946375696558946489e-01,8.566301524039444670e-01,4.838661723780948720e-01,6.511133294662256876e-01,-5.945572338550253466e-01,8.581413902690251394e-01
1.276000000000000023e+00,4.357504581973455915e-01,6.411047555480999804e-01,-5.848807146207732899e-01,9.520066625096280655e-01,3.262260503056597649e-01,2.787269024244400928e-01,-5.861744848458242535e-02,-6.342845677601176568e-01,4.850787923066661733e-01,6.521066242136958069e-01,-5.947173108192438384e-01,8.551161390579193888e-01,4.850787923066661733e-01,6.521066242136958069e-01,-5.947173108192438384e-01,8.551161390579193888e-01
1.278000000000000025e+00,4.364043359588045679e-01,6.416627041950678789e-01,-5.849990097080790541e-01,9.507149698325531029e-01,3.269388807294951182e-01,2.789743234839645591e-01,-5.914754365290655208e-02,-6.458463385375032839e-01,4.856840549371782001e-01,6.526026457239654244e-01,-5.947964572653317017e-01,8.535993551363515452e-01,4.850787923066661733e-01,6.521066242136958069e-01,-5.947173108192438384e-01,8.551161390579193888e-01
1.280000000000000027e+00,4.370555429504334732e-01,6.422193144231953532e-01,-5.851150443701313986e-01,9.494402000874937464e-01,3.256034958144414793e-01,2.783051140637486376e-01,-5.801733102616845467e-02,-6.373848725296937801e-01,4.862886181827349441e-01,6.530982495685642153e-01,-5.948750089150118825e-01,8.520798055536197291e-01,4.862886181827349441e-01,6.530982495685642153e-01,-5.948750089150118825e-01,8.520798055536197291e-01
1.282000000000000028e+00,4.377081639109809963e-01,6.427764151693013961e-01,-5.852321284448025462e-01,9.481422430933718060e-01,3.263104802737540333e-01,2.785503730530254907e-01,-5.854203733554724093e-02,-6.489784970609521197e-01,4.868924811727656232e-01,6.535934354303053473e-01,-5.949529656897327712e-01,8.505574952330635652e-01,4.862886181827349441e-01,6.530982495685642153e-01,-5.948750089150118825e-01,8.520798055536197291e-01
1.284000000000000030e+00,4.383581219030929232e-01,6.433321808430332300e-01,-5.853469631638252846e-01,9.468612911761690176e-01,3.249789960559654189e-01,2.778828368658927128e-01,-5.741735951138914745e-02,-6.404759586014109329e-01,4.874956430377074823e-01,6.540882029922703289e-01,-5.950303275115375046e-01,8.490324291069670792e-01,4.874956430377074823e-01,6.540882029922703289e-01,-5.950303275115375046e-01,8.490324291069670792e-01
1.286000000000000032e+00,4.390094822141595854e-01,6.438884327049840817e-01,-5.854628365084679764e-01,9.455570885763213695e-01,3.256801555333418419e-01,2.781259309754351983e-01,-5.793667232135586015e-02,-6.521012999238323671e-01,4.880981029090076251e-01,6.545825519378074553e-01,-5.951070943030642990e-01,8.475046121165425994e-01,4.874956430377074823e-01,6.540882029922703289e-01,-5.950303275115375046e-01,8.490324291069670792e-01
1.288000000000000034e+00,4.396581873264586160e-01,6.444433528384311272e-01,-5.855764715610304316e-01,9.442699729537343822e-01,3.243525561495113063e-01,2.774600667235043727e-01,-5.681752628123466070e-02,-6.435578112934835504e-01,4.886998599191240134e-01,6.550764819505339176e-01,-5.951832659875463394e-01,8.459740492119165456e-01,4.886998599191240134e-01,6.550764819505339176e-01,-5.951832659875463394e-01,8.459740492119165456e-01
1.290000000000000036e+00,4.403082831495029881e-01,6.449987548248677927e-01,-5.856911344432131905e-01,9.429595434903493834e-01,3.250479115221984738e-01,2.777009932183102103e-01,-5.733144109139511058e-02,-6.552147316924941123e-01,4.893009132015264662e-01,6.555699927143342487e-01,-5.952588424888121121e-01,8.444407453521112217e-01,4.886998599191240134e-01,6.550764819505339176e-01,-5.951832659875463394e-01,8.459740492119165456e-01
1.292000000000000037e+00,4.409557315118742271e-01,6.455528284242149084e-01,-5.858035700910937393e-01,9.416662826596063907e-01,3.237241811856310658e-01,2.770367996735652039e-01,-5.621782394025810065e-02,-6.466304153715050074e-01,4.899012618906984362e-01,6.560630839133615444e-01,-5.953338237312848502e-01,8.429047055050292725e-01,4.899012618906984362e-01,6.560630839133615444e-01,-5.953338237312848502e-01,8.429047055050292725e-01
1.294000000000000039e+00,4.416045590183270697e-01,6.461073795359972838e-01,-5.859170227638673678e-01,9.403496451068236173e-01,3.244137532264108614e-01,2.772755558911739193e-01,-5.672633638681205681e-02,-6.583187763914050139e-01,4.905009051221380090e-01,6.565557552320375745e-01,-5.954082096399835322e-01,8.413659346474388068e-01,4.899012618906984362e-01,6.560630839133615444e-01,-5.953338237312848502e-01,8.429047055050292725e-01
1.296000000000000041e+00,4.422507467707814666e-01,6.466606055997844438e-01,-5.860282592545668079e-01,9.390502575966906962e-01,3.230938762271851061e-01,2.766130318935532961e-01,-5.561824534969371514e-02,-6.496937550664402261e-01,4.910998420323589020e-01,6.570480063550526717e-01,-5.954820001405223273e-01,8.398244377649565218e-01,4.910998420323589020e-01,6.570480063550526717e-01,-5.954820001405223273e-01,8.398244377649565218e-01
1.298000000000000043e+00,4.428983021419919397e-01,6.472143048302687607e-01,-5.861405019569708719e-01,9.377274307616487725e-01,3.237776856052363983e-01,2.768496152421539569e-01,-5.612135120204131411e-02,-6.614134175209434030e-01,4.916980717588922412e-01,6.575398369673660648e-01,-5.955551951591104842e-01,8.382802198520306058e-01,4.910998420323589020e-01,6.570480063550526717e-01,-5.954820001405223273e-01,8.398244377649565218e-01
1.300000000000000044e+00,4.435432254346126646e-01,6.477666823496641690e-01,-5.862505395242123551e-01,9.364219351334643893e-01,3.224616463103517350e-01,2.761887596976904113e-01,-5.501878362074524159e-02,-6.527478140921764149e-01,4.922955934402870604e-01,6.580312467542063226e-01,-5.956277946225531084e-01,8.367332859119253063e-01,4.922955934402870604e-01,6.580312467542063226e-01,-5.956277946225531084e-01,8.367332859119253063e-01
1.302000000000000046e+00,4.441895048617968689e-01,6.483195286849727790e-01,-5.863615724817686781e-01,9.350929378573149542e-01,3.231397135921000863e-01,2.764231676542801552e-01,-5.551647877818196436e-02,-6.644986380747130994e-01,4.928924062161125219e-01,6.585222354010710211e-01,-5.956997984582507177e-01,8.351836409567054975e-01,4.922955934402870604e-01,6.580312467542063226e-01,-5.956277946225531084e-01,8.367332859119253063e-01
1.304000000000000048e+00,4.448331598546880761e-01,6.488710566440393235e-01,-5.864704113459847656e-01,9.337813527059897201e-01,3.218274964456084297e-01,2.757639795332908483e-01,-5.441943210805216813e-02,-6.557925756626046265e-01,4.934885092269581386e-01,6.590128025937277423e-01,-5.957712065941995760e-01,8.336312900072205823e-01,4.934885092269581386e-01,6.590128025937277423e-01,-5.957712065941995760e-01,8.336312900072205823e-01
1.306000000000000050e+00,4.454781595388792037e-01,6.494230490633230435e-01,-5.865802347711778220e-01,9.324462038648768658e-01,3.224998420955605960e-01,2.759962096418842603e-01,-5.491171259655523718e-02,-6.675744205564233535e-01,4.940839016144357165e-01,6.595029480182131865e-01,-5.958420189589914706e-01,8.320762380930842861e-01,4.934885092269581386e-01,6.590128025937277423e-01,-5.957712065941995760e-01,8.336312900072205823e-01
1.308000000000000052e+00,4.461205424021165711e-01,6.499737264392774216e-01,-5.866878751399844383e-01,9.311285478198603194e-01,3.211914316186834095e-01,2.753386879772103946e-01,-5.382018440333411619e-02,-6.588280225082805419e-01,4.946785825211804655e-01,6.599926713608342821e-01,-5.959122354818140455e-01,8.305184902526646651e-01,4.946785825211804655e-01,6.599926713608342821e-01,-5.959122354818140455e-01,8.305184902526646651e-01
1.310000000000000053e+00,4.467642585541170552e-01,6.505248639149715517e-01,-5.867964892327293125e-01,9.297872663258676118e-01,3.218580760002514585e-01,2.755687378470924598e-01,-5.430704637241864918e-02,-6.706407469963350243e-01,4.952725510908517759e-01,6.604819723081684080e-01,-5.959818560924508013e-01,8.289580515330634558e-01,4.946785825211804655e-01,6.599926713608342821e-01,-5.959122354818140455e-01,8.305184902526646651e-01
1.312000000000000055e+00,4.474053654677000447e-01,6.510746896784362914e-01,-5.869029313013877092e-01,9.284635580520823606e-01,3.205534567914839483e-01,2.749128817323838736e-01,-5.322103432918303539e-02,-6.618541368926450508e-01,4.958658064681350508e-01,6.609708505470626161e-01,-5.960508807212810956e-01,8.273949269901005321e-01,4.958658064681350508e-01,6.609708505470626161e-01,-5.960508807212810956e-01,8.273949269901005321e-01
1.314000000000000057e+00,4.480477943080356518e-01,6.516249711765090824e-01,-5.870103362494853982e-01,9.271161628541478850e-01,3.212144201677977207e-01,2.751407490364153885e-01,-5.370247404885820919e-02,-6.736975989672449039e-01,4.964583477987428162e-01,6.614593057646352969e-01,-5.961193092992803644e-01,8.258291216882974739e-01,4.958658064681350508e-01,6.609708505470626161e-01,-5.960508807212810956e-01,8.273949269901005321e-01
1.316000000000000059e+00,4.486876214618416570e-01,6.521739442917580121e-01,-5.871155802013514613e-01,9.257864210528923277e-01,3.199135769029986531e-01,2.744865576244642780e-01,-5.262197593304376170e-02,-6.648709006278000766e-01,4.970501742294154424e-01,6.619473376482746252e-01,-5.961871417580201227e-01,8.242606407008626901e-01,4.970501742294154424e-01,6.619473376482746252e-01,-5.961871417580201227e-01,8.242606407008626901e-01
1.318000000000000060e+00,4.493287592207170777e-01,6.527233687719529165e-01,-5.872217761809330749e-01,9.244329311376920932e-01,3.205688794377062334e-01,2.747122400974274514e-01,-5.309798979083184961e-02,-6.767449576001335343e-01,4.976412849079231426e-01,6.624349458856404471e-01,-5.962543780296676310e-01,8.226894891096734330e-01,4.970501742294154424e-01,6.619473376482746252e-01,-5.961871417580201227e-01,8.242606407008626901e-01
1.320000000000000062e+00,4.499673028144574038e-01,6.532714881971499743e-01,-5.873258221878957519e-01,9.230971745475121670e-01,3.192717968701765940e-01,2.740597125985444471e-01,-5.202300348132867652e-02,-6.678782950899471160e-01,4.982316789830665282e-01,6.629221301646637254e-01,-5.963210180469868948e-01,8.211156720052591451e-01,4.982316789830665282e-01,6.629221301646637254e-01,-5.963210180469868948e-01,8.211156720052591451e-01
1.322000000000000064e+00,4.506071457317138429e-01,6.538200546132210134e-01,-5.874308093638545003e-01,9.217376089403135353e-01,3.199214586282329020e-01,2.742832080355351310e-01,-5.249358797936945487e-02,-6.797828035993288553e-01,4.988213556046782737e-01,6.634088901735462063e-01,-5.963870617433377763e-01,8.195391944867854717e-01,4.982316789830665282e-01,6.629221301646637254e-01,-5.963210180469868948e-01,8.211156720052591451e-01
1.324000000000000066e+00,4.512444019748914070e-01,6.543673193006529498e-01,-5.875336575867619038e-01,9.203958563378448199e-01,3.186281215887796781e-01,2.736323437159699501e-01,-5.142411145369767816e-02,-6.708763012343469390e-01,4.994103139236241717e-01,6.638952256007616404e-01,-5.964525090526765494e-01,8.179600616620390507e-01,4.994103139236241717e-01,6.638952256007616404e-01,-5.964525090526765494e-01,8.179600616620390507e-01
1.326000000000000068e+00,4.518829462999658375e-01,6.549150266005946408e-01,-5.876374361131737611e-01,9.190302341033300682e-01,3.192721625372232919e-01,2.738536499708320582e-01,-5.188926320592592012e-02,-6.828111172573498866e-01,4.999985530918041876e-01,6.643811361350553391e-01,-5.965173599095561219e-01,8.163782786474083064e-01,4.994103139236241717e-01,6.638952256007616404e-01,-5.964525090526765494e-01,8.179600616620390507e-01
1.328000000000000069e+00,4.525189114118342570e-01,6.554614354968970602e-01,-5.877390867022487253e-01,9.176825043041101360e-01,3.179825559342113195e-01,2.732044481512372336e-01,-5.082529453748760306e-02,-6.738648996099670940e-01,5.005860722621543468e-01,6.648666214654445072e-01,-5.965816142491253693e-01,8.147938505678685717e-01,5.005860722621543468e-01,6.648666214654445072e-01,-5.965816142491253693e-01,8.147938505678685717e-01
1.330000000000000071e+00,4.531561534037201189e-01,6.560082826231671271e-01,-5.878416567227825462e-01,9.163108445471714880e-01,3.186209959429319727e-01,2.734235631350395712e-01,-5.128501026688413872e-02,-6.858298784693195316e-01,5.011728705886469015e-01,6.653516812812187986e-01,-5.966452720071302451e-01,8.132067825569657682e-01,5.005860722621543468e-01,6.648666214654445072e-01,-5.965816142491253693e-01,8.147938505678685717e-01
1.332000000000000073e+00,4.537908236132447426e-01,6.565538346695450889e-01,-5.879421098180270810e-01,9.149571564064240548e-01,3.173351047623254040e-01,2.727760231889738707e-01,-5.022654762228366543e-02,-6.768440703736998687e-01,5.017589472262923289e-01,6.658363152719396494e-01,-5.967083331199126706e-01,8.116170797567993089e-01,5.017589472262923289e-01,6.658363152719396494e-01,-5.967083331199126706e-01,8.116170797567993089e-01
1.334000000000000075e+00,4.544267595404543614e-01,6.570998205592821773e-01,-5.880434714663435036e-01,9.135794782729299568e-01,3.179679636048211577e-01,2.729929448685267657e-01,-5.068082415819632341e-02,-6.888390667470237760e-01,5.023443013311404970e-01,6.663205231274416107e-01,-5.967707975244117558e-01,8.100247473180043345e-01,5.017589472262923289e-01,6.658363152719396494e-01,-5.967083331199126706e-01,8.116170797567993089e-01
1.336000000000000076e+00,4.550601310862747995e-01,6.576445146917241358e-01,-5.881427271979328131e-01,9.122198506863214984e-01,3.166857729102119379e-01,2.723470662210002446e-01,-4.962786579463434461e-02,-6.798137933042434078e-01,5.029289320602815527e-01,6.668043045378313494e-01,-5.968326651581630227e-01,8.084297903997362811e-01,5.029289320602815527e-01,6.668043045378313494e-01,-5.968326651581630227e-01,8.084297903997362811e-01
1.338000000000000078e+00,4.556947572268034707e-01,6.581896382769589771e-01,-5.882428805980731701e-01,9.108361733638562496e-01,3.173130702643347512e-01,2.725617926174118133e-01,-5.007670007016892799e-02,-6.918386612326258289e-01,5.035128385718473654e-01,6.672876591934889801e-01,-5.968939359592988492e-01,8.068322141696545602e-01,5.029289320602815527e-01,6.668043045378313494e-01,-5.968326651581630227e-01,8.084297903997362811e-01
1.340000000000000080e+00,4.563268263571974015e-01,6.587334734264459479e-01,-5.883409390867390121e-01,9.094706252682249747e-01,3.160345651969596048e-01,2.719175747434698920e-01,-4.902924433290532791e-02,-6.827740478156141268e-01,5.040960200250126366e-01,6.677705867850675103e-01,-5.969546098665485800e-01,8.052320238039052391e-01,5.040960200250126366e-01,6.677705867850675103e-01,-5.969546098665485800e-01,8.052320238039052391e-01
1.342000000000000082e+00,4.569601389984886963e-01,6.592777336343074168e-01,-5.884398843535038059e-01,9.080809679868009354e-01,3.166563206456506352e-01,2.721301039307412739e-01,-4.947263338238443858e-02,-6.948286407120016772e-01,5.046784755799961220e-01,6.682530870034932846e-01,-5.970146868192379719e-01,8.036292244871031665e-01,5.040960200250126366e-01,6.677705867850675103e-01,-5.969546098665485800e-01,8.052320238039052391e-01
1.344000000000000083e+00,4.575909019713375048e-01,6.598207087270155924e-01,-5.885367457109083045e-01,9.067095183608603337e-01,3.153814864243982274e-01,2.714875463540852851e-01,-4.843067870226522992e-02,-6.857248129703281680e-01,5.052602043980620738e-01,6.687351595399663173e-01,-5.970741667572905254e-01,8.020238214123163178e-01,5.052602043980620738e-01,6.687351595399663173e-01,-5.970741667572905254e-01,8.020238214123163178e-01
1.346000000000000085e+00,4.582228974102503516e-01,6.603641044799311022e-01,-5.886344829502258014e-01,9.053139003936048201e-01,3.159977194564149161e-01,2.716978764577437921e-01,-4.886861965875401170e-02,-6.978089836277567848e-01,5.058412056415209079e-01,6.692168040859598488e-01,-5.971330496212259309e-01,8.004158197810501418e-01,5.052602043980620738e-01,6.687351595399663173e-01,-5.970741667572905254e-01,8.020238214123163178e-01
